fishstock,AssessmentYear,Year,recruitment,high_recruitment,low_recruitment,low_SSB,SSB,high_SSB,catches,landings,discards,low_F,F,high_F,StockPublishNote,Purpose,Fage,recruitment_age,units,stockSizeDescription,stockSizeUnits,fishingPressureDescription,fishingPressureUnits
agn.27.nea,2019,1973,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,1974,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,1975,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,1976,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,1977,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,1978,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,1979,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,1980,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,1981,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,1982,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,1983,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,1984,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,1985,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,1986,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,1987,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,1988,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,1989,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,1990,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,1991,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,1992,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,1993,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,1994,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,1995,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,1996,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,1997,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,1998,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,1999,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,2000,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,2001,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,2002,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,2003,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,2004,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,2005,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,2006,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,2007,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,2008,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,2009,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,2010,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,2011,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,2012,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,2013,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,2014,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,2015,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,2016,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,2017,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2019,2018,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
alf.27.nea,2018,1988,NA,NA,NA,NA,NA,NA,NA,225,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Abundance Index,NA,NA,NA
alf.27.nea,2018,1989,NA,NA,NA,NA,NA,NA,NA,272,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Abundance Index,NA,NA,NA
alf.27.nea,2018,1990,NA,NA,NA,NA,NA,NA,NA,353,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Abundance Index,NA,NA,NA
alf.27.nea,2018,1991,NA,NA,NA,NA,NA,NA,NA,371,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Abundance Index,NA,NA,NA
alf.27.nea,2018,1992,NA,NA,NA,NA,NA,NA,NA,460,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Abundance Index,NA,NA,NA
alf.27.nea,2018,1993,NA,NA,NA,NA,NA,NA,NA,729,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Abundance Index,NA,NA,NA
alf.27.nea,2018,1994,NA,NA,NA,NA,NA,NA,NA,1488,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Abundance Index,NA,NA,NA
alf.27.nea,2018,1995,NA,NA,NA,NA,NA,NA,NA,817,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Abundance Index,NA,NA,NA
alf.27.nea,2018,1996,NA,NA,NA,NA,NA,NA,NA,1776,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Abundance Index,NA,NA,NA
alf.27.nea,2018,1997,NA,NA,NA,NA,NA,NA,NA,545,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Abundance Index,NA,NA,NA
alf.27.nea,2018,1998,NA,NA,NA,NA,NA,NA,NA,579,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Abundance Index,NA,NA,NA
alf.27.nea,2018,1999,NA,NA,NA,NA,NA,NA,NA,1001,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Abundance Index,NA,NA,NA
alf.27.nea,2018,2000,NA,NA,NA,NA,NA,NA,NA,785,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Abundance Index,NA,NA,NA
alf.27.nea,2018,2001,NA,NA,NA,NA,NA,NA,NA,607,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Abundance Index,NA,NA,NA
alf.27.nea,2018,2002,NA,NA,NA,NA,NA,NA,NA,577,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Abundance Index,NA,NA,NA
alf.27.nea,2018,2003,NA,NA,NA,NA,NA,NA,NA,361,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Abundance Index,NA,NA,NA
alf.27.nea,2018,2004,NA,NA,NA,NA,NA,NA,NA,485,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Abundance Index,NA,NA,NA
alf.27.nea,2018,2005,NA,NA,NA,NA,NA,NA,NA,422,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Abundance Index,NA,NA,NA
alf.27.nea,2018,2006,NA,NA,NA,NA,NA,NA,NA,367,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Abundance Index,NA,NA,NA
alf.27.nea,2018,2007,NA,NA,NA,NA,NA,NA,NA,396,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Abundance Index,NA,NA,NA
alf.27.nea,2018,2008,NA,NA,NA,NA,NA,NA,NA,407,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Abundance Index,NA,NA,NA
alf.27.nea,2018,2009,NA,NA,NA,NA,NA,NA,NA,383,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Abundance Index,NA,NA,NA
alf.27.nea,2018,2010,NA,NA,NA,NA,NA,NA,NA,291,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Abundance Index,NA,NA,NA
alf.27.nea,2018,2011,NA,NA,NA,NA,NA,NA,NA,342,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Abundance Index,NA,NA,NA
alf.27.nea,2018,2012,NA,NA,NA,NA,NA,NA,NA,605,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Abundance Index,NA,NA,NA
alf.27.nea,2018,2013,NA,NA,NA,NA,NA,NA,NA,272,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Abundance Index,NA,NA,NA
alf.27.nea,2018,2014,NA,NA,NA,NA,NA,NA,NA,282,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Abundance Index,NA,NA,NA
alf.27.nea,2018,2015,NA,NA,NA,NA,NA,NA,NA,365,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Abundance Index,NA,NA,NA
alf.27.nea,2018,2016,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Abundance Index,NA,NA,NA
alf.27.nea,2018,2017,NA,NA,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Abundance Index,NA,NA,NA
ane.27.8,2019,1987,16055,21452,12045,16032,21047,27458,15308,15308,NA,0.524,0.683,0.897,Stock published,Advice,2+,1,tonnes,SSB,NA,Relative F,ratio
ane.27.8,2019,1988,30900,38056,25730,23808,29048,36312,15581,15581,NA,0.397,0.496,0.605,Stock published,Advice,2+,1,tonnes,SSB,NA,Relative F,ratio
ane.27.8,2019,1989,9192,12951,6586,11171,15762,22053,10614,10614,NA,0.374,0.523,0.738,Stock published,Advice,2+,1,tonnes,SSB,NA,Relative F,ratio
ane.27.8,2019,1990,67208,78549,58629,46060,53542,63866,34272,34272,NA,0.528,0.63,0.732,Stock published,Advice,2+,1,tonnes,SSB,NA,Relative F,ratio
ane.27.8,2019,1991,22898,30450,17468,22732,30041,39911,19634,19634,NA,0.454,0.603,0.797,Stock published,Advice,2+,1,tonnes,SSB,NA,Relative F,ratio
ane.27.8,2019,1992,86754,109965,68761,54683,72089,93511,37885,37885,NA,0.398,0.516,0.68,Stock published,Advice,2+,1,tonnes,SSB,NA,Relative F,ratio
ane.27.8,2019,1993,63569,78532,50315,60794,72865,87773,40393,40393,NA,0.448,0.54,0.647,Stock published,Advice,2+,1,tonnes,SSB,NA,Relative F,ratio
ane.27.8,2019,1994,41035,50989,32907,38533,47655,59360,34631,34631,NA,0.566,0.706,0.873,Stock published,Advice,2+,1,tonnes,SSB,NA,Relative F,ratio
ane.27.8,2019,1995,45327,59494,34237,29190,40797,55908,30115,30115,NA,0.521,0.713,0.997,Stock published,Advice,2+,1,tonnes,SSB,NA,Relative F,ratio
ane.27.8,2019,1996,49943,61865,39860,38770,47179,58336,34373,34373,NA,0.564,0.697,0.848,Stock published,Advice,2+,1,tonnes,SSB,NA,Relative F,ratio
ane.27.8,2019,1997,39442,51428,30510,34698,45007,58792,22337,22337,NA,0.348,0.454,0.589,Stock published,Advice,2+,1,tonnes,SSB,NA,Relative F,ratio
ane.27.8,2019,1998,90893,118123,70367,70156,90773,117921,31617,31617,NA,0.266,0.346,0.448,Stock published,Advice,2+,1,tonnes,SSB,NA,Relative F,ratio
ane.27.8,2019,1999,43812,62030,29839,51921,68202,88184,27259,27259,NA,0.295,0.381,0.501,Stock published,Advice,2+,1,tonnes,SSB,NA,Relative F,ratio
ane.27.8,2019,2000,89002,108560,72228,75477,91606,110418,36994,36994,NA,0.334,0.403,0.489,Stock published,Advice,2+,1,tonnes,SSB,NA,Relative F,ratio
ane.27.8,2019,2001,73425,87331,61603,77956,89961,104638,40149,40149,NA,0.384,0.446,0.515,Stock published,Advice,2+,1,tonnes,SSB,NA,Relative F,ratio
ane.27.8,2019,2002,13132,18484,9444,32105,38870,47598,17507,17507,NA,0.368,0.45,0.545,Stock published,Advice,2+,1,tonnes,SSB,NA,Relative F,ratio
ane.27.8,2019,2003,19343,24513,15288,22341,27489,33915,10595,10595,NA,0.309,0.381,0.469,Stock published,Advice,2+,1,tonnes,SSB,NA,Relative F,ratio
ane.27.8,2019,2004,29925,37376,24340,24487,30549,38532,16361,16361,NA,0.42,0.53,0.661,Stock published,Advice,2+,1,tonnes,SSB,NA,Relative F,ratio
ane.27.8,2019,2005,3896,5773,2547,10295,14169,19323,1128,1128,NA,0.058,0.08,0.109,Stock published,Advice,2+,1,tonnes,SSB,NA,Relative F,ratio
ane.27.8,2019,2006,16970,23196,12417,15310,20474,27156,1753,1753,NA,0.065,0.086,0.115,Stock published,Advice,2+,1,tonnes,SSB,NA,Relative F,ratio
ane.27.8,2019,2007,21859,29840,16014,23544,30782,40186,0,0,NA,0.004,0.005,0.006,Stock published,Advice,2+,1,tonnes,SSB,NA,Relative F,ratio
ane.27.8,2019,2008,8968,12785,6338,18955,24378,31387,0,0,NA,0,0,0,Stock published,Advice,2+,1,tonnes,SSB,NA,Relative F,ratio
ane.27.8,2019,2009,10076,14035,7156,15753,20308,25878,0,0,NA,0,0,0,Stock published,Advice,2+,1,tonnes,SSB,NA,Relative F,ratio
ane.27.8,2019,2010,46760,60717,36127,37511,48206,61767,10317,10317,NA,0.163,0.209,0.269,Stock published,Advice,2+,1,tonnes,SSB,NA,Relative F,ratio
ane.27.8,2019,2011,109175,138430,86888,93556,116057,145317,14530,14530,NA,0.1,0.125,0.155,Stock published,Advice,2+,1,tonnes,SSB,NA,Relative F,ratio
ane.27.8,2019,2012,45263,59040,34810,79259,96790,119491,14402,14402,NA,0.12,0.148,0.181,Stock published,Advice,2+,1,tonnes,SSB,NA,Relative F,ratio
ane.27.8,2019,2013,37695,49665,28605,54511,68386,85833,14192,14192,NA,0.164,0.206,0.258,Stock published,Advice,2+,1,tonnes,SSB,NA,Relative F,ratio
ane.27.8,2019,2014,68844,89393,51949,64028,83421,105626,20126,20126,NA,0.185,0.234,0.305,Stock published,Advice,2+,1,tonnes,SSB,NA,Relative F,ratio
ane.27.8,2019,2015,116494,149669,91943,106993,132856,166825,28258,28258,NA,0.169,0.213,0.264,Stock published,Advice,2+,1,tonnes,SSB,NA,Relative F,ratio
ane.27.8,2019,2016,56581,75543,42830,83155,105794,135311,20670,20670,NA,0.143,0.183,0.233,Stock published,Advice,2+,1,tonnes,SSB,NA,Relative F,ratio
ane.27.8,2019,2017,71719,94252,54959,74865,96808,125701,26450,26450,NA,0.207,0.269,0.347,Stock published,Advice,2+,1,tonnes,SSB,NA,Relative F,ratio
ane.27.8,2019,2018,123661,164542,93135,105442,141030,185370,30773,30773,NA,0.166,0.218,0.291,Stock published,Advice,2+,1,tonnes,SSB,NA,Relative F,ratio
ane.27.8,2019,2019,98195,142412,68320,103047,144834,201916,26622,25743,NA,0.132,0.184,0.258,Stock published,Advice,2+,1,tonnes,SSB,NA,Relative F,ratio
ane.27.8,2019,2020,33706,64193,17342,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stock published,Advice,2+,1,tonnes,SSB,NA,Relative F,ratio
ane.27.9a,2019,1989,NA,NA,NA,NA,1.133,NA,NA,6122,NA,NA,0.74,NA,Stock published,Advice,0-3,NA,tonnes,NA,Stock Size: Relative,Fishing pressure: Relative,NA
ane.27.9a,2019,1990,NA,NA,NA,NA,1.416,NA,NA,7221,NA,NA,2.037,NA,Stock published,Advice,0-3,NA,tonnes,NA,Stock Size: Relative,Fishing pressure: Relative,NA
ane.27.9a,2019,1991,NA,NA,NA,NA,0.782,NA,NA,3677,NA,NA,0.818,NA,Stock published,Advice,0-3,NA,tonnes,NA,Stock Size: Relative,Fishing pressure: Relative,NA
ane.27.9a,2019,1992,NA,NA,NA,NA,0.755,NA,NA,2335,NA,NA,0.518,NA,Stock published,Advice,0-3,NA,tonnes,NA,Stock Size: Relative,Fishing pressure: Relative,NA
ane.27.9a,2019,1993,NA,NA,NA,NA,0.787,NA,NA,3031,NA,NA,1.35,NA,Stock published,Advice,0-3,NA,tonnes,NA,Stock Size: Relative,Fishing pressure: Relative,NA
ane.27.9a,2019,1994,NA,NA,NA,NA,0.498,NA,NA,3512,NA,NA,0.124,NA,Stock published,Advice,0-3,NA,tonnes,NA,Stock Size: Relative,Fishing pressure: Relative,NA
ane.27.9a,2019,1995,NA,NA,NA,NA,1.215,NA,NA,7957,NA,NA,0.239,NA,Stock published,Advice,0-3,NA,tonnes,NA,Stock Size: Relative,Fishing pressure: Relative,NA
ane.27.9a,2019,1996,NA,NA,NA,NA,2.264,NA,NA,4457,NA,NA,1.137,NA,Stock published,Advice,0-3,NA,tonnes,NA,Stock Size: Relative,Fishing pressure: Relative,NA
ane.27.9a,2019,1997,NA,NA,NA,NA,2.059,NA,NA,7973,NA,NA,1.318,NA,Stock published,Advice,0-3,NA,tonnes,NA,Stock Size: Relative,Fishing pressure: Relative,NA
ane.27.9a,2019,1998,NA,NA,NA,NA,1.95,NA,NA,9954,NA,NA,2.039,NA,Stock published,Advice,0-3,NA,tonnes,NA,Stock Size: Relative,Fishing pressure: Relative,NA
ane.27.9a,2019,1999,NA,NA,NA,NA,0.96,NA,NA,4718,NA,NA,0.838,NA,Stock published,Advice,0-3,NA,tonnes,NA,Stock Size: Relative,Fishing pressure: Relative,NA
ane.27.9a,2019,2000,NA,NA,NA,NA,1.226,NA,NA,5657,NA,NA,0.799,NA,Stock published,Advice,0-3,NA,tonnes,NA,Stock Size: Relative,Fishing pressure: Relative,NA
ane.27.9a,2019,2001,NA,NA,NA,NA,1.707,NA,NA,9568,NA,NA,1.235,NA,Stock published,Advice,0-3,NA,tonnes,NA,Stock Size: Relative,Fishing pressure: Relative,NA
ane.27.9a,2019,2002,NA,NA,NA,NA,1.391,NA,NA,7605,NA,NA,1,NA,Stock published,Advice,0-3,NA,tonnes,NA,Stock Size: Relative,Fishing pressure: Relative,NA
ane.27.9a,2019,2003,NA,NA,NA,NA,0.763,NA,NA,5076,NA,NA,0.988,NA,Stock published,Advice,0-3,NA,tonnes,NA,Stock Size: Relative,Fishing pressure: Relative,NA
ane.27.9a,2019,2004,NA,NA,NA,NA,0.578,NA,NA,6044,NA,NA,1.342,NA,Stock published,Advice,0-3,NA,tonnes,NA,Stock Size: Relative,Fishing pressure: Relative,NA
ane.27.9a,2019,2005,NA,NA,NA,NA,0.537,NA,NA,4857,NA,NA,0.614,NA,Stock published,Advice,0-3,NA,tonnes,NA,Stock Size: Relative,Fishing pressure: Relative,NA
ane.27.9a,2019,2006,NA,NA,NA,NA,1.168,NA,NA,4465,NA,NA,0.541,NA,Stock published,Advice,0-3,NA,tonnes,NA,Stock Size: Relative,Fishing pressure: Relative,NA
ane.27.9a,2019,2007,NA,NA,NA,NA,1.508,NA,NA,4379,NA,NA,0.651,NA,Stock published,Advice,0-3,NA,tonnes,NA,Stock Size: Relative,Fishing pressure: Relative,NA
ane.27.9a,2019,2008,NA,NA,NA,NA,0.806,NA,NA,3441,NA,NA,1.12,NA,Stock published,Advice,0-3,NA,tonnes,NA,Stock Size: Relative,Fishing pressure: Relative,NA
ane.27.9a,2019,2009,NA,NA,NA,NA,0.338,NA,NA,2983,NA,NA,1.487,NA,Stock published,Advice,0-3,NA,tonnes,NA,Stock Size: Relative,Fishing pressure: Relative,NA
ane.27.9a,2019,2010,NA,NA,NA,NA,0.307,NA,NA,5349,NA,NA,0.923,NA,Stock published,Advice,0-3,NA,tonnes,NA,Stock Size: Relative,Fishing pressure: Relative,NA
ane.27.9a,2019,2011,NA,NA,NA,NA,0.711,NA,NA,10312,NA,NA,1.007,NA,Stock published,Advice,0-3,NA,tonnes,NA,Stock Size: Relative,Fishing pressure: Relative,NA
ane.27.9a,2019,2012,NA,NA,NA,NA,0.558,NA,NA,3873,NA,NA,0.662,NA,Stock published,Advice,0-3,NA,tonnes,NA,Stock Size: Relative,Fishing pressure: Relative,NA
ane.27.9a,2019,2013,NA,NA,NA,NA,1.181,NA,NA,8579,NA,NA,1.392,NA,Stock published,Advice,0-3,NA,tonnes,NA,Stock Size: Relative,Fishing pressure: Relative,NA
ane.27.9a,2019,2014,NA,NA,NA,NA,0.971,NA,10339,10172,167.023,NA,1.271,NA,Stock published,Advice,0-3,NA,tonnes,NA,Stock Size: Relative,Fishing pressure: Relative,NA
ane.27.9a,2019,2015,NA,NA,NA,NA,0.537,NA,8541,8448,93.383,NA,1.071,NA,Stock published,Advice,0-3,NA,tonnes,NA,Stock Size: Relative,Fishing pressure: Relative,NA
ane.27.9a,2019,2016,NA,NA,NA,NA,0.536,NA,15356,15168,188.084,NA,1.418,NA,Stock published,Advice,0-3,NA,tonnes,NA,Stock Size: Relative,Fishing pressure: Relative,NA
ane.27.9a,2019,2017,NA,NA,NA,NA,0.369,NA,15064,14878,186,NA,0.871,NA,Stock published,Advice,0-3,NA,tonnes,NA,Stock Size: Relative,Fishing pressure: Relative,NA
ane.27.9a,2019,2018,NA,NA,NA,NA,1.016,NA,15799,15770,29,NA,0.449,NA,Stock published,Advice,0-3,NA,tonnes,NA,Stock Size: Relative,Fishing pressure: Relative,NA
ane.27.9a,2019,2019,NA,NA,NA,NA,0.972,NA,NA,NA,NA,NA,NA,NA,Stock published,Advice,0-3,NA,tonnes,NA,Stock Size: Relative,Fishing pressure: Relative,NA
anf.27.3a46,2019,1973,NA,NA,NA,NA,NA,NA,12189,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2019,1974,NA,NA,NA,NA,NA,NA,7801,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2019,1975,NA,NA,NA,NA,NA,NA,8299,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2019,1976,NA,NA,NA,NA,NA,NA,9021,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2019,1977,NA,NA,NA,NA,NA,NA,8774,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2019,1978,NA,NA,NA,NA,NA,NA,8172,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2019,1979,NA,NA,NA,NA,NA,NA,8123,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2019,1980,NA,NA,NA,NA,NA,NA,8485,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2019,1981,NA,NA,NA,NA,NA,NA,5623,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2019,1982,NA,NA,NA,NA,NA,NA,7104,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2019,1983,NA,NA,NA,NA,NA,NA,8542,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2019,1984,NA,NA,NA,NA,NA,NA,11075,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2019,1985,NA,NA,NA,NA,NA,NA,12078,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
